OriginalIndex,Predicted,GroundTruth
9237,DEPRECIATION,DEPRECIATION
9238,DEPRECIATION,DEPRECIATION
9239,DEPRECIATION,DEPRECIATION
9240,ATTACK_SELF,DEPRECIATION
9241,DEPRECIATION,DEPRECIATION
9242,DEPRECIATION,DEPRECIATION
9243,DEPRECIATION,DEPRECIATION
9244,DEPRECIATION,DEPRECIATION
9245,DEPRECIATION,DEPRECIATION
9246,DEPRECIATION,DEPRECIATION
9247,DEPRECIATION,DEPRECIATION
9248,ATTACK_SELF,DEPRECIATION
9249,DEPRECIATION,DEPRECIATION
9250,DEPRECIATION,DEPRECIATION
9251,WITHDRAWAL,DEPRECIATION
9252,DEPRECIATION,DEPRECIATION
9253,DEPRECIATION,DEPRECIATION
9254,DEPRECIATION,DEPRECIATION
9255,DEPRECIATION,DEPRECIATION
9256,DEPRECIATION,DEPRECIATION
9257,DEPRECIATION,DEPRECIATION
9258,DEPRECIATION,DEPRECIATION
9259,DEPRECIATION,DEPRECIATION
9260,DEPRECIATION,DEPRECIATION
9261,DEPRECIATION,DEPRECIATION
9262,DEPRECIATION,DEPRECIATION
9263,DEPRECIATION,DEPRECIATION
9264,DEPRECIATION,DEPRECIATION
9265,DEPRECIATION,DEPRECIATION
9266,ATTACK_OTHER,DEPRECIATION
9267,WITHDRAWAL,DEPRECIATION
9268,REST,DEPRECIATION
9269,AVOIDANCE,DEPRECIATION
9270,DEPRECIATION,DEPRECIATION
9271,DEPRECIATION,DEPRECIATION
9272,DEPRECIATION,DEPRECIATION
9273,WITHDRAWAL,DEPRECIATION
9274,WITHDRAWAL,DEPRECIATION
9275,DEPRECIATION,DEPRECIATION
9276,DEPRECIATION,DEPRECIATION
9277,WITHDRAWAL,DEPRECIATION
9278,DEPRECIATION,DEPRECIATION
9279,DEPRECIATION,DEPRECIATION
9280,DEPRECIATION,DEPRECIATION
9281,DEPRECIATION,DEPRECIATION
9282,DEPRECIATION,DEPRECIATION
9283,WITHDRAWAL,DEPRECIATION
9284,DEPRECIATION,DEPRECIATION
9285,DEPRECIATION,DEPRECIATION
9286,DEPRECIATION,DEPRECIATION
9287,DEPRECIATION,DEPRECIATION
9288,DEPRECIATION,DEPRECIATION
9289,DEPRECIATION,DEPRECIATION
9290,ATTACK_SELF,DEPRECIATION
9291,DEPRECIATION,DEPRECIATION
9292,DEPRECIATION,DEPRECIATION
9293,DEPRECIATION,DEPRECIATION
9294,DEPRECIATION,DEPRECIATION
9295,STABILIZE_SELF,DEPRECIATION
10186,DEPRECIATION,DEPRECIATION
10187,DEPRECIATION,DEPRECIATION
10188,DEPRECIATION,DEPRECIATION
10189,REST,DEPRECIATION
10190,DEPRECIATION,DEPRECIATION
10191,DEPRECIATION,DEPRECIATION
10192,DEPRECIATION,DEPRECIATION
10193,DEPRECIATION,DEPRECIATION
10194,DEPRECIATION,DEPRECIATION
10195,DEPRECIATION,DEPRECIATION
10196,DEPRECIATION,DEPRECIATION
10197,STABILIZE_SELF,DEPRECIATION
10198,DEPRECIATION,DEPRECIATION
10199,WITHDRAWAL,DEPRECIATION
10200,DEPRECIATION,DEPRECIATION
10201,DEPRECIATION,DEPRECIATION
10202,DEPRECIATION,DEPRECIATION
10203,DEPRECIATION,DEPRECIATION
10204,DEPRECIATION,DEPRECIATION
10205,DEPRECIATION,DEPRECIATION
10206,AVOIDANCE,DEPRECIATION
10207,DEPRECIATION,DEPRECIATION
10208,DEPRECIATION,DEPRECIATION
10209,DEPRECIATION,DEPRECIATION
10210,REST,DEPRECIATION
10211,DEPRECIATION,DEPRECIATION
10212,DEPRECIATION,DEPRECIATION
10213,DEPRECIATION,DEPRECIATION
10214,DEPRECIATION,DEPRECIATION
10215,DEPRECIATION,DEPRECIATION
10216,DEPRECIATION,DEPRECIATION
10217,DEPRECIATION,DEPRECIATION
10218,DEPRECIATION,DEPRECIATION
10219,DEPRECIATION,DEPRECIATION
10220,DEPRECIATION,DEPRECIATION
10221,AVOIDANCE,DEPRECIATION
10222,ATTACK_OTHER,DEPRECIATION
10223,DEPRECIATION,DEPRECIATION
10224,DEPRECIATION,DEPRECIATION
10225,DEPRECIATION,DEPRECIATION
10226,DEPRECIATION,DEPRECIATION
10227,DEPRECIATION,DEPRECIATION
10228,DEPRECIATION,DEPRECIATION
10229,DEPRECIATION,DEPRECIATION
10230,DEPRECIATION,DEPRECIATION
10231,DEPRECIATION,DEPRECIATION
10232,DEPRECIATION,DEPRECIATION
10233,DEPRECIATION,DEPRECIATION
10234,AVOIDANCE,DEPRECIATION
10235,DEPRECIATION,DEPRECIATION
10236,DEPRECIATION,DEPRECIATION
10237,DEPRECIATION,DEPRECIATION
10238,DEPRECIATION,DEPRECIATION
10239,DEPRECIATION,DEPRECIATION
10240,DEPRECIATION,DEPRECIATION
10241,DEPRECIATION,DEPRECIATION
10242,DEPRECIATION,DEPRECIATION
10243,DEPRECIATION,DEPRECIATION
10244,DEPRECIATION,DEPRECIATION
10245,DEPRECIATION,DEPRECIATION
10246,DEPRECIATION,DEPRECIATION
10247,DEPRECIATION,DEPRECIATION
10248,DEPRECIATION,DEPRECIATION
10249,DEPRECIATION,DEPRECIATION
10250,STABILIZE_SELF,DEPRECIATION
10251,DEPRECIATION,DEPRECIATION
10252,WITHDRAWAL,DEPRECIATION
10253,DEPRECIATION,DEPRECIATION
10254,WITHDRAWAL,DEPRECIATION
10255,DEPRECIATION,DEPRECIATION
10256,DEPRECIATION,DEPRECIATION
10257,ATTACK_SELF,DEPRECIATION
10258,DEPRECIATION,DEPRECIATION
10259,DEPRECIATION,DEPRECIATION
10260,DEPRECIATION,DEPRECIATION
10261,DEPRECIATION,DEPRECIATION
10262,DEPRECIATION,DEPRECIATION
10263,DEPRECIATION,DEPRECIATION
10264,DEPRECIATION,DEPRECIATION
10265,DEPRECIATION,DEPRECIATION
10266,DEPRECIATION,DEPRECIATION
10267,DEPRECIATION,DEPRECIATION
10268,STABILIZE_SELF,DEPRECIATION
10269,AVOIDANCE,DEPRECIATION
10270,DEPRECIATION,DEPRECIATION
10271,DEPRECIATION,DEPRECIATION
10272,DEPRECIATION,DEPRECIATION
10273,DEPRECIATION,DEPRECIATION
10274,DEPRECIATION,DEPRECIATION
10275,DEPRECIATION,DEPRECIATION
10276,DEPRECIATION,DEPRECIATION
10277,AVOIDANCE,DEPRECIATION
10278,STABILIZE_SELF,DEPRECIATION
10279,DEPRECIATION,DEPRECIATION
10280,DEPRECIATION,DEPRECIATION
10281,DEPRECIATION,DEPRECIATION
10282,ATTACK_SELF,DEPRECIATION
10283,DEPRECIATION,DEPRECIATION
10284,DEPRECIATION,DEPRECIATION
10285,DEPRECIATION,DEPRECIATION
10286,DEPRECIATION,DEPRECIATION
10287,DEPRECIATION,DEPRECIATION
10288,DEPRECIATION,DEPRECIATION
10289,DEPRECIATION,DEPRECIATION
10290,DEPRECIATION,DEPRECIATION
10291,DEPRECIATION,DEPRECIATION
10292,WITHDRAWAL,DEPRECIATION
10293,REST,DEPRECIATION
10294,STABILIZE_SELF,DEPRECIATION
10295,DEPRECIATION,DEPRECIATION
10296,DEPRECIATION,DEPRECIATION
10297,DEPRECIATION,DEPRECIATION
10298,DEPRECIATION,DEPRECIATION
10299,DEPRECIATION,DEPRECIATION
10300,DEPRECIATION,DEPRECIATION
10301,DEPRECIATION,DEPRECIATION
10302,STABILIZE_SELF,DEPRECIATION
10303,DEPRECIATION,DEPRECIATION
10304,DEPRECIATION,DEPRECIATION
10305,DEPRECIATION,DEPRECIATION
10306,DEPRECIATION,DEPRECIATION
10307,ATTACK_OTHER,DEPRECIATION
10308,DEPRECIATION,DEPRECIATION
10309,DEPRECIATION,DEPRECIATION
10310,AVOIDANCE,DEPRECIATION
10311,DEPRECIATION,DEPRECIATION
10312,DEPRECIATION,DEPRECIATION
10313,DEPRECIATION,DEPRECIATION
10314,DEPRECIATION,DEPRECIATION
10315,AVOIDANCE,DEPRECIATION
10316,AVOIDANCE,DEPRECIATION
10317,DEPRECIATION,DEPRECIATION
10318,DEPRECIATION,DEPRECIATION
10319,DEPRECIATION,DEPRECIATION
10320,DEPRECIATION,DEPRECIATION
10321,REST,DEPRECIATION
10322,DEPRECIATION,DEPRECIATION
10323,ATTACK_OTHER,DEPRECIATION
10324,DEPRECIATION,DEPRECIATION
10325,DEPRECIATION,DEPRECIATION
10326,DEPRECIATION,DEPRECIATION
10327,DEPRECIATION,DEPRECIATION
10328,WITHDRAWAL,DEPRECIATION
10329,DEPRECIATION,DEPRECIATION
10330,DEPRECIATION,DEPRECIATION
10331,DEPRECIATION,DEPRECIATION
10332,DEPRECIATION,DEPRECIATION
10333,DEPRECIATION,DEPRECIATION
10334,DEPRECIATION,DEPRECIATION
10335,DEPRECIATION,DEPRECIATION
10336,DEPRECIATION,DEPRECIATION
10337,DEPRECIATION,DEPRECIATION
10338,DEPRECIATION,DEPRECIATION
10339,DEPRECIATION,DEPRECIATION
10340,ATTACK_OTHER,DEPRECIATION
10341,DEPRECIATION,DEPRECIATION
10342,DEPRECIATION,DEPRECIATION
10343,WITHDRAWAL,DEPRECIATION
10344,DEPRECIATION,DEPRECIATION
10345,REST,DEPRECIATION
10346,DEPRECIATION,DEPRECIATION
10347,DEPRECIATION,DEPRECIATION
10348,DEPRECIATION,DEPRECIATION
10349,DEPRECIATION,DEPRECIATION
10350,ATTACK_SELF,DEPRECIATION
10351,DEPRECIATION,DEPRECIATION
10352,DEPRECIATION,DEPRECIATION
10353,DEPRECIATION,DEPRECIATION
10354,DEPRECIATION,DEPRECIATION
10355,DEPRECIATION,DEPRECIATION
10356,DEPRECIATION,DEPRECIATION
10357,DEPRECIATION,DEPRECIATION
10358,STABILIZE_SELF,DEPRECIATION
10359,DEPRECIATION,DEPRECIATION
10360,AVOIDANCE,DEPRECIATION
10361,DEPRECIATION,DEPRECIATION
10362,DEPRECIATION,DEPRECIATION
10363,DEPRECIATION,DEPRECIATION
10364,DEPRECIATION,DEPRECIATION
10365,DEPRECIATION,DEPRECIATION
10366,DEPRECIATION,DEPRECIATION
10367,DEPRECIATION,DEPRECIATION
10368,DEPRECIATION,DEPRECIATION
10369,DEPRECIATION,DEPRECIATION
10370,DEPRECIATION,DEPRECIATION
10371,DEPRECIATION,DEPRECIATION
10372,DEPRECIATION,DEPRECIATION
10373,DEPRECIATION,DEPRECIATION
10374,DEPRECIATION,DEPRECIATION
10375,DEPRECIATION,DEPRECIATION
10376,DEPRECIATION,DEPRECIATION
10377,WITHDRAWAL,DEPRECIATION
10378,DEPRECIATION,DEPRECIATION
10379,DEPRECIATION,DEPRECIATION
10380,ATTACK_OTHER,DEPRECIATION
10381,DEPRECIATION,DEPRECIATION
10382,DEPRECIATION,DEPRECIATION
10383,DEPRECIATION,DEPRECIATION
10384,DEPRECIATION,DEPRECIATION
10385,DEPRECIATION,DEPRECIATION
10386,DEPRECIATION,DEPRECIATION
10387,DEPRECIATION,DEPRECIATION
10388,DEPRECIATION,DEPRECIATION
10389,DEPRECIATION,DEPRECIATION
10390,DEPRECIATION,DEPRECIATION
10391,DEPRECIATION,DEPRECIATION
10392,DEPRECIATION,DEPRECIATION
10393,WITHDRAWAL,DEPRECIATION
10394,DEPRECIATION,DEPRECIATION
10395,REST,DEPRECIATION
10396,DEPRECIATION,DEPRECIATION
10397,REST,REST
10398,AVOIDANCE,AVOIDANCE
10399,DEPRECIATION,AVOIDANCE
10400,AVOIDANCE,AVOIDANCE
10401,AVOIDANCE,AVOIDANCE
10402,AVOIDANCE,AVOIDANCE
10403,AVOIDANCE,AVOIDANCE
10404,AVOIDANCE,AVOIDANCE
10405,AVOIDANCE,AVOIDANCE
10406,AVOIDANCE,AVOIDANCE
10407,AVOIDANCE,AVOIDANCE
10408,DEPRECIATION,AVOIDANCE
10409,AVOIDANCE,AVOIDANCE
10410,AVOIDANCE,AVOIDANCE
10411,AVOIDANCE,AVOIDANCE
10412,AVOIDANCE,AVOIDANCE
10413,AVOIDANCE,AVOIDANCE
10414,AVOIDANCE,AVOIDANCE
10415,AVOIDANCE,AVOIDANCE
10416,AVOIDANCE,AVOIDANCE
10417,DEPRECIATION,AVOIDANCE
10418,AVOIDANCE,AVOIDANCE
10419,AVOIDANCE,AVOIDANCE
10420,AVOIDANCE,AVOIDANCE
10421,AVOIDANCE,AVOIDANCE
10422,AVOIDANCE,AVOIDANCE
10423,WITHDRAWAL,AVOIDANCE
10424,AVOIDANCE,AVOIDANCE
10425,AVOIDANCE,AVOIDANCE
10426,STABILIZE_SELF,AVOIDANCE
10427,AVOIDANCE,AVOIDANCE
10428,AVOIDANCE,AVOIDANCE
10429,AVOIDANCE,AVOIDANCE
10430,AVOIDANCE,AVOIDANCE
10431,AVOIDANCE,AVOIDANCE
10432,AVOIDANCE,AVOIDANCE
10433,AVOIDANCE,AVOIDANCE
10434,AVOIDANCE,AVOIDANCE
10435,WITHDRAWAL,AVOIDANCE
10436,AVOIDANCE,AVOIDANCE
10437,AVOIDANCE,AVOIDANCE
10438,AVOIDANCE,AVOIDANCE
10439,AVOIDANCE,AVOIDANCE
10440,AVOIDANCE,AVOIDANCE
10441,AVOIDANCE,AVOIDANCE
10442,AVOIDANCE,AVOIDANCE
10443,AVOIDANCE,AVOIDANCE
10444,AVOIDANCE,AVOIDANCE
10445,REST,AVOIDANCE
10446,AVOIDANCE,AVOIDANCE
10447,AVOIDANCE,AVOIDANCE
10448,AVOIDANCE,AVOIDANCE
10449,ATTACK_OTHER,AVOIDANCE
10450,DEPRECIATION,AVOIDANCE
10451,AVOIDANCE,AVOIDANCE
10452,AVOIDANCE,AVOIDANCE
10453,AVOIDANCE,AVOIDANCE
10454,AVOIDANCE,AVOIDANCE
10455,AVOIDANCE,AVOIDANCE
10456,AVOIDANCE,AVOIDANCE
10457,AVOIDANCE,AVOIDANCE
10458,AVOIDANCE,AVOIDANCE
10459,WITHDRAWAL,AVOIDANCE
10460,AVOIDANCE,AVOIDANCE
10461,AVOIDANCE,AVOIDANCE
10462,AVOIDANCE,AVOIDANCE
10463,AVOIDANCE,AVOIDANCE
10464,AVOIDANCE,AVOIDANCE
10465,AVOIDANCE,AVOIDANCE
10466,AVOIDANCE,AVOIDANCE
10467,AVOIDANCE,AVOIDANCE
10468,ATTACK_OTHER,AVOIDANCE
10469,AVOIDANCE,AVOIDANCE
10470,STABILIZE_SELF,AVOIDANCE
10471,AVOIDANCE,AVOIDANCE
10472,ATTACK_OTHER,AVOIDANCE
10473,AVOIDANCE,AVOIDANCE
10474,AVOIDANCE,AVOIDANCE
10475,AVOIDANCE,AVOIDANCE
10476,AVOIDANCE,AVOIDANCE
10477,AVOIDANCE,AVOIDANCE
10478,AVOIDANCE,AVOIDANCE
10479,AVOIDANCE,AVOIDANCE
10480,ATTACK_SELF,AVOIDANCE
10481,AVOIDANCE,AVOIDANCE
10482,AVOIDANCE,AVOIDANCE
10483,WITHDRAWAL,AVOIDANCE
10484,AVOIDANCE,AVOIDANCE
10485,DEPRECIATION,AVOIDANCE
10486,AVOIDANCE,AVOIDANCE
10487,AVOIDANCE,AVOIDANCE
10488,STABILIZE_SELF,AVOIDANCE
10489,AVOIDANCE,AVOIDANCE
10490,AVOIDANCE,AVOIDANCE
10491,AVOIDANCE,AVOIDANCE
10492,AVOIDANCE,AVOIDANCE
10493,AVOIDANCE,AVOIDANCE
10494,AVOIDANCE,AVOIDANCE
10495,AVOIDANCE,AVOIDANCE
10496,AVOIDANCE,AVOIDANCE
10497,AVOIDANCE,AVOIDANCE
10498,ATTACK_SELF,AVOIDANCE
10499,AVOIDANCE,AVOIDANCE
10500,AVOIDANCE,AVOIDANCE
10501,ATTACK_SELF,AVOIDANCE
10502,AVOIDANCE,AVOIDANCE
10503,AVOIDANCE,AVOIDANCE
10504,AVOIDANCE,AVOIDANCE
10505,AVOIDANCE,AVOIDANCE
10506,AVOIDANCE,AVOIDANCE
10507,AVOIDANCE,AVOIDANCE
10508,AVOIDANCE,AVOIDANCE
10509,AVOIDANCE,AVOIDANCE
10510,AVOIDANCE,AVOIDANCE
10511,AVOIDANCE,AVOIDANCE
10512,AVOIDANCE,AVOIDANCE
10513,REST,AVOIDANCE
10514,AVOIDANCE,AVOIDANCE
10515,AVOIDANCE,AVOIDANCE
10516,AVOIDANCE,AVOIDANCE
10517,AVOIDANCE,AVOIDANCE
10518,AVOIDANCE,AVOIDANCE
10519,AVOIDANCE,AVOIDANCE
10520,AVOIDANCE,AVOIDANCE
10521,WITHDRAWAL,AVOIDANCE
10522,AVOIDANCE,AVOIDANCE
10523,AVOIDANCE,AVOIDANCE
10524,AVOIDANCE,AVOIDANCE
10525,REST,AVOIDANCE
10526,AVOIDANCE,AVOIDANCE
10527,AVOIDANCE,AVOIDANCE
10528,AVOIDANCE,AVOIDANCE
10529,AVOIDANCE,AVOIDANCE
10530,AVOIDANCE,AVOIDANCE
10531,AVOIDANCE,AVOIDANCE
10532,AVOIDANCE,AVOIDANCE
10533,STABILIZE_SELF,AVOIDANCE
10534,AVOIDANCE,AVOIDANCE
10535,AVOIDANCE,AVOIDANCE
10536,ATTACK_OTHER,AVOIDANCE
10537,AVOIDANCE,AVOIDANCE
10538,AVOIDANCE,AVOIDANCE
10539,AVOIDANCE,AVOIDANCE
10540,AVOIDANCE,AVOIDANCE
10541,AVOIDANCE,AVOIDANCE
10542,AVOIDANCE,AVOIDANCE
10543,WITHDRAWAL,AVOIDANCE
10544,AVOIDANCE,AVOIDANCE
10545,AVOIDANCE,AVOIDANCE
10546,DEPRECIATION,AVOIDANCE
10547,AVOIDANCE,AVOIDANCE
10548,AVOIDANCE,AVOIDANCE
10549,DEPRECIATION,AVOIDANCE
10550,AVOIDANCE,AVOIDANCE
10551,AVOIDANCE,AVOIDANCE
10552,AVOIDANCE,AVOIDANCE
10553,AVOIDANCE,AVOIDANCE
10554,AVOIDANCE,AVOIDANCE
10555,REST,AVOIDANCE
10556,AVOIDANCE,AVOIDANCE
10557,AVOIDANCE,AVOIDANCE
10558,AVOIDANCE,AVOIDANCE
10559,DEPRECIATION,AVOIDANCE
10560,AVOIDANCE,AVOIDANCE
10561,AVOIDANCE,AVOIDANCE
10562,AVOIDANCE,AVOIDANCE
10563,AVOIDANCE,AVOIDANCE
10564,AVOIDANCE,AVOIDANCE
10565,AVOIDANCE,AVOIDANCE
10566,AVOIDANCE,AVOIDANCE
10567,AVOIDANCE,AVOIDANCE
10568,STABILIZE_SELF,AVOIDANCE
10569,AVOIDANCE,AVOIDANCE
10570,AVOIDANCE,AVOIDANCE
10571,AVOIDANCE,AVOIDANCE
10572,AVOIDANCE,AVOIDANCE
10573,AVOIDANCE,AVOIDANCE
10574,WITHDRAWAL,AVOIDANCE
10575,AVOIDANCE,AVOIDANCE
10576,AVOIDANCE,AVOIDANCE
10577,AVOIDANCE,AVOIDANCE
10578,AVOIDANCE,AVOIDANCE
10579,AVOIDANCE,AVOIDANCE
10580,AVOIDANCE,AVOIDANCE
10581,AVOIDANCE,AVOIDANCE
10582,AVOIDANCE,AVOIDANCE
10583,AVOIDANCE,AVOIDANCE
10584,AVOIDANCE,AVOIDANCE
10585,AVOIDANCE,AVOIDANCE
10586,AVOIDANCE,AVOIDANCE
10587,AVOIDANCE,AVOIDANCE
10588,AVOIDANCE,AVOIDANCE
10589,REST,AVOIDANCE
10590,AVOIDANCE,AVOIDANCE
10591,AVOIDANCE,AVOIDANCE
10592,AVOIDANCE,AVOIDANCE
10593,AVOIDANCE,AVOIDANCE
10594,AVOIDANCE,AVOIDANCE
10595,AVOIDANCE,AVOIDANCE
10596,AVOIDANCE,AVOIDANCE
10597,AVOIDANCE,AVOIDANCE
10598,AVOIDANCE,AVOIDANCE
10599,AVOIDANCE,AVOIDANCE
10600,REST,AVOIDANCE
10601,AVOIDANCE,AVOIDANCE
10602,AVOIDANCE,AVOIDANCE
10603,STABILIZE_SELF,AVOIDANCE
10604,AVOIDANCE,AVOIDANCE
10605,STABILIZE_SELF,AVOIDANCE
10606,AVOIDANCE,AVOIDANCE
12591,REST,REST
12592,REST,REST
12593,REST,REST
12594,REST,REST
12595,DEPRECIATION,REST
12596,REST,REST
12597,REST,REST
12598,REST,REST
12599,REST,REST
12600,REST,REST
12601,STABILIZE_SELF,REST
12602,REST,REST
12603,REST,REST
12604,REST,REST
12605,REST,REST
12606,STABILIZE_SELF,REST
12607,WITHDRAWAL,REST
12608,REST,REST
12609,REST,REST
12610,REST,REST
12611,REST,REST
12612,REST,REST
12613,REST,REST
12614,REST,REST
12615,REST,REST
12616,REST,REST
12617,REST,REST
12618,REST,REST
12619,REST,REST
12620,REST,REST
12621,REST,REST
12622,REST,REST
12623,REST,REST
12624,REST,REST
12625,REST,REST
12626,ATTACK_SELF,REST
12627,REST,REST
12628,REST,REST
12629,REST,REST
12630,REST,REST
12631,REST,REST
12632,REST,REST
12633,ATTACK_SELF,REST
12634,REST,REST
12635,REST,REST
12636,REST,REST
12637,REST,REST
12638,REST,REST
12639,REST,REST
12640,REST,REST
12641,REST,REST
12642,ATTACK_SELF,REST
12643,REST,REST
12644,REST,REST
12645,REST,REST
12646,AVOIDANCE,REST
12647,REST,REST
12648,REST,REST
12649,REST,REST
12650,REST,REST
12651,REST,REST
12652,ATTACK_SELF,REST
12653,REST,REST
12654,REST,REST
12655,REST,REST
12656,REST,REST
12657,REST,REST
12658,ATTACK_SELF,REST
12659,ATTACK_OTHER,REST
12660,REST,REST
12661,REST,REST
12662,REST,REST
12663,REST,REST
12664,REST,REST
12665,REST,REST
12666,ATTACK_SELF,REST
12667,REST,REST
12668,REST,REST
12669,REST,REST
12670,STABILIZE_SELF,REST
12671,REST,REST
12672,REST,REST
12673,REST,REST
12674,REST,REST
12675,REST,REST
12676,WITHDRAWAL,REST
12677,REST,REST
12678,REST,REST
12679,REST,REST
12680,ATTACK_SELF,REST
12681,REST,REST
12682,REST,REST
12683,REST,REST
12684,STABILIZE_SELF,REST
12685,REST,REST
12686,REST,REST
12687,REST,REST
12688,REST,REST
12689,REST,REST
12690,REST,REST
12691,REST,REST
12692,REST,REST
12693,REST,REST
12694,REST,REST
12695,REST,REST
12696,REST,REST
12697,REST,REST
12698,REST,REST
12699,REST,REST
12700,REST,REST
12701,DEPRECIATION,REST
12702,REST,REST
12703,REST,REST
12704,REST,REST
12705,REST,REST
12706,STABILIZE_SELF,REST
12707,REST,REST
12708,AVOIDANCE,REST
12709,ATTACK_SELF,REST
12710,REST,REST
12711,REST,REST
12712,REST,REST
12713,REST,REST
12714,REST,REST
12715,REST,REST
12716,REST,REST
12717,REST,REST
12718,REST,REST
12719,REST,REST
12720,REST,REST
12721,REST,REST
12722,ATTACK_OTHER,REST
12723,REST,REST
12724,ATTACK_OTHER,ATTACK_OTHER
12725,ATTACK_OTHER,ATTACK_OTHER
12726,ATTACK_OTHER,ATTACK_OTHER
12727,AVOIDANCE,ATTACK_OTHER
12728,ATTACK_OTHER,ATTACK_OTHER
12729,ATTACK_OTHER,ATTACK_OTHER
12730,ATTACK_OTHER,ATTACK_OTHER
12731,ATTACK_OTHER,ATTACK_OTHER
12732,ATTACK_OTHER,ATTACK_OTHER
12733,ATTACK_OTHER,ATTACK_OTHER
12734,ATTACK_OTHER,ATTACK_OTHER
12735,ATTACK_OTHER,ATTACK_OTHER
12736,ATTACK_OTHER,ATTACK_OTHER
12737,REST,ATTACK_OTHER
12738,ATTACK_OTHER,ATTACK_OTHER
12739,ATTACK_OTHER,ATTACK_OTHER
12740,ATTACK_OTHER,ATTACK_OTHER
12741,ATTACK_OTHER,ATTACK_OTHER
12742,ATTACK_OTHER,ATTACK_OTHER
12743,DEPRECIATION,ATTACK_OTHER
12744,STABILIZE_SELF,ATTACK_OTHER
12745,ATTACK_OTHER,ATTACK_OTHER
12746,ATTACK_OTHER,ATTACK_OTHER
12747,ATTACK_OTHER,ATTACK_OTHER
12748,ATTACK_OTHER,ATTACK_OTHER
12749,ATTACK_OTHER,ATTACK_OTHER
12750,ATTACK_OTHER,ATTACK_OTHER
12751,ATTACK_OTHER,ATTACK_OTHER
12752,ATTACK_OTHER,ATTACK_OTHER
12753,ATTACK_OTHER,ATTACK_OTHER
12754,ATTACK_OTHER,ATTACK_OTHER
12755,ATTACK_OTHER,ATTACK_OTHER
12756,ATTACK_OTHER,ATTACK_OTHER
12757,ATTACK_OTHER,ATTACK_OTHER
12758,ATTACK_OTHER,ATTACK_OTHER
12759,ATTACK_OTHER,ATTACK_OTHER
12760,ATTACK_OTHER,ATTACK_OTHER
12761,ATTACK_OTHER,ATTACK_OTHER
12762,ATTACK_OTHER,ATTACK_OTHER
12763,ATTACK_OTHER,ATTACK_OTHER
12764,ATTACK_OTHER,ATTACK_OTHER
12765,ATTACK_OTHER,ATTACK_OTHER
12766,ATTACK_OTHER,ATTACK_OTHER
12767,ATTACK_OTHER,ATTACK_OTHER
12768,ATTACK_OTHER,ATTACK_OTHER
12769,STABILIZE_SELF,ATTACK_OTHER
12770,ATTACK_OTHER,ATTACK_OTHER
12771,ATTACK_OTHER,ATTACK_OTHER
12772,ATTACK_OTHER,ATTACK_OTHER
12773,ATTACK_OTHER,ATTACK_OTHER
12774,ATTACK_OTHER,ATTACK_OTHER
12775,ATTACK_OTHER,ATTACK_OTHER
12776,ATTACK_OTHER,ATTACK_OTHER
12777,AVOIDANCE,ATTACK_OTHER
12778,ATTACK_OTHER,ATTACK_OTHER
12779,ATTACK_OTHER,ATTACK_OTHER
12780,ATTACK_OTHER,ATTACK_OTHER
12781,ATTACK_OTHER,ATTACK_OTHER
12782,ATTACK_OTHER,ATTACK_OTHER
12783,ATTACK_OTHER,ATTACK_OTHER
12784,AVOIDANCE,ATTACK_OTHER
12785,ATTACK_OTHER,ATTACK_OTHER
12786,ATTACK_OTHER,ATTACK_OTHER
12787,ATTACK_OTHER,ATTACK_OTHER
12788,ATTACK_OTHER,ATTACK_OTHER
12789,ATTACK_OTHER,ATTACK_OTHER
12790,ATTACK_OTHER,ATTACK_OTHER
12791,ATTACK_OTHER,ATTACK_OTHER
12792,ATTACK_OTHER,ATTACK_OTHER
12793,ATTACK_OTHER,ATTACK_OTHER
12794,ATTACK_OTHER,ATTACK_OTHER
12795,ATTACK_OTHER,ATTACK_OTHER
12796,ATTACK_OTHER,ATTACK_OTHER
12797,DEPRECIATION,ATTACK_OTHER
12798,WITHDRAWAL,ATTACK_OTHER
12799,ATTACK_OTHER,ATTACK_OTHER
12800,ATTACK_OTHER,ATTACK_OTHER
12801,ATTACK_OTHER,ATTACK_OTHER
12802,ATTACK_OTHER,ATTACK_OTHER
12803,ATTACK_OTHER,ATTACK_OTHER
12804,ATTACK_OTHER,ATTACK_OTHER
12805,ATTACK_OTHER,ATTACK_OTHER
12806,ATTACK_OTHER,ATTACK_OTHER
12807,ATTACK_OTHER,ATTACK_OTHER
12808,ATTACK_OTHER,ATTACK_OTHER
12809,ATTACK_OTHER,ATTACK_OTHER
12810,ATTACK_OTHER,ATTACK_OTHER
12811,ATTACK_OTHER,ATTACK_OTHER
12812,ATTACK_OTHER,ATTACK_OTHER
12813,ATTACK_OTHER,ATTACK_OTHER
12814,ATTACK_OTHER,ATTACK_OTHER
12815,ATTACK_OTHER,ATTACK_OTHER
12816,ATTACK_OTHER,ATTACK_OTHER
12817,ATTACK_OTHER,ATTACK_OTHER
12818,ATTACK_OTHER,ATTACK_OTHER
12819,ATTACK_OTHER,ATTACK_OTHER
12820,ATTACK_OTHER,ATTACK_OTHER
12821,ATTACK_OTHER,ATTACK_OTHER
12822,WITHDRAWAL,ATTACK_OTHER
12823,ATTACK_OTHER,ATTACK_OTHER
12824,ATTACK_OTHER,ATTACK_OTHER
12825,AVOIDANCE,ATTACK_OTHER
12826,ATTACK_OTHER,ATTACK_OTHER
